FOLDER,SONG,SOLO_TRACK,START_BAR,END_BAR,SIGNATURE,KEY,CHORDS
the_beatles,something.gp3,2,21,30,4,C,"C-1,Cmaj7-1,C7-1,F-1,D7-1,G-1,Am-3/2,D7-1/2,F-1/2,D#-1/2,C-1"
the_beatles,taxman.gp3,1,38,45,4,D,"D7-8"
the_beatles,while_my_guitar_gently_weeps.gp3,1,57,72,4,C,"Am-3,F-1,Am-1,G-1,D-1,E-1,Am-3,F-1,Am-1,G-1,C-1,E-1"
the_rolling_stones,cant_you_hear_me_knocking.gp5,3,184,199,4,D,"D5-16"
the_rolling_stones,carol.gp5,1,54,61,4,D#,"D#5-2,A#5-2,F#5-1,D#5-1,A#5-2"
the_rolling_stones,doom_and_gloom.gp5,1,47,54,4,F,"F-3/2,D-1/2,F-3/2,D-1/2,F-3/2,D-1/2,F-3/2,D-1/2"
the_rolling_stones,gimme_shelter.gp3,1,60,75,4,A,"A-1/2,B-1/2,C#-9,B-1,A-1,A-1/2,B-1/2,C#-1,B-1,A-1"
the_rolling_stones,heart_of_stone.gp4,2,28,33,4,C,"Am-6"
the_rolling_stones,it_s_only_rock_and_roll_but_i_like_it.gp4,4,74,89,4,E,"A5-2,D5-1/2,A5-1/2,D5-1,E5-2,B5-1/2,E5-1/4,B5-1/4,E5-1/2,B5-1/4,E5-1/4,D5-2,E5-1/2,B5-1/2,E5-1,D5-1/2,A-1/2,C#5-1/4,F#5-1/4,A5-1/2,E5-2"
the_rolling_stones,its_all_over_now.gp5,6,73,96,4,G,"G5-1,D5-1,G5-1,D5-1,G5-1,D5-1,G5-1,D5-1,C5-1,G5-1,C5-1,G5-2,D5-1,G5-1,D5-2,F#5-1,C5-1,G5-2,D5-1,G5-1,D5-1"
the_rolling_stones,jumpin_jack_flash.gp3,1,22,29,4,D,"D-1,C#-1,E-1,B-1,D-1,C#-1,E-1,B-1"
the_rolling_stones,respectable.gp4,1,83,94,4,A,"A5-4,D5-2,A5-2,E5-2,A5-2"
the_rolling_stones,route_66.gp5,1,54,65,4,A,"A5-1,D5-1,A5-2,D5-2,A5-2,E5-1,D5-3"
the_rolling_stones,susie_q.gp5,5,25,36,4,A,"E7-4,A7-2,E7-2,B7-1,A7-1,E7-2"
the_rolling_stones,time_waits_for_no_one.gp5,2,51,66,4,C,"A5-1,C5-11,A5-1,E5-1,A5-1,E5-1"
the_kinks,kinks_the-you_really_got_me.gp4,1,44,54,4,E,"B5-1,F#5-10"
chuck_berry,back_in_the_u_s_a.gp3,1,26,37,4,D,"D-4,G-2,D-2,A-2,D-2"
chuck_berry,jonny_b_goode.gp3,1,61,85,4,A#,"A#5-5,D#-2,A#5-2,F5-2,A#-6,D#-2,A#-2,F5-2,A#-2"
chuck_berry,memphis.gp3,2,26,45,4,G,"D-8,G-4,D-3,G-5"
chuck_berry,no_particular_place_to_go.gp3,1,63,86,4,G,"G5-4,C5-2,G5-2,D5-1,C5-1,G5-6,C5-2,G5-2,D5-1,C5-1,G5-2"
chuck_berry,roll_over_beethoven.gp3,1,37,48,4,D,"D-1,D5-1,G5-1,D5-2,G5-2,D5-2,A5-1,G5-1,D5-1"
elvis_presley,baby_let_s_play_house.gp4,3,34,45,4,E,"E7-4,A7-2,E7-2,B7-1,A7-1,E7-2"
elvis_presley,blue_suede_shoes.gp3,1,30,41,4,A,"A-4,D-2,A-2,E-2,A-2"
elvis_presley,hound_dog.gp4,4,37,48,4,C,"C5-5,F5-2,C5-2,G5-1,F5-1,C5-1"
elvis_presley,just_because.gp4,2,16,27,4,C,"C-7,C7-1,F-4"
elvis_presley,mystery_train.gp3,1,33,48,4,E,"A-4,E-1/2,A-1/2,E-1/2,A-1/2,E-1/2,A-1/2,E-1/2,A-1/2,B7-2,A-2,E-1/2,A-1/2,E-1/2,A-1/2,E-1/2,A-1/2,E-1/2,A-1/2"
